ID,Origin,Destination,Type,Capacity,,Flow,,,,SUE,DUE,SUE_Rounded,,ARC-DUE,SUE-DUE,,(ARC-DUE)/DUE
666,461,877,1,2000,5.87,461,5.87,0,,647.18,466.880000000004,641.69,,-5.88000000000397,-180.69,,-0.0125942426319481
667,462,461,2,3500,5.39,2039,5.48,0,,1490.68,2055.65000000005,1488.15,,-16.6500000000501,550.85,,-0.00809962785496058
668,462,873,1,1500,3.45,18,3.45,0,,248.13,13.3700000000171,245.82,,4.6299999999829,-227.82,,0.346297681374494
669,462,876,1,1500,4.35,171,4.35,0,,324.08,180.020000000047,321.02,,-9.02000000004699,-150.02,,-0.0501055438287115
670,462,927,2,3500,7.78,1569,7.83,0,,1569,1569,1569,,0,0,,0
671,463,464,2,3500,3.9,1555,3.92,0,,1555,1555,1555,,0,0,,0
672,463,928,2,3500,15.96,1728,16.1,0,,1728,1728,1728,,0,0,,0
673,464,463,2,3500,3.9,1728,3.93,0,,1728,1728,1728,,0,0,,0
674,464,465,2,3500,7.21,1592,7.26,0,,1523.45,1596.41000000003,1518.65,,-4.4100000000301,73.3499999999999,,-0.00276244824326458
675,464,883,1,2000,3.92,76,3.92,0,,48.9,80.160000000018,47.43,,-4.160000000018,28.57,,-0.0518962075850433
676,464,884,1,2000,3.18,27,3.18,0,,35.74,28.7500000000145,34.45,,-1.7500000000145,-7.45,,-0.0608695652178649
677,465,464,2,3500,7.21,1740,7.28,0,,1653.33,1746.31000000001,1652.21,,-6.31000000000995,87.79,,-0.00361333325698754
678,465,466,2,3500,5.74,1887,5.81,0,,1033.47,1888.34000000012,1028.26,,-1.34000000011997,858.74,,-0.000709617971403395
679,465,862,1,3500,4.5,198,4.5,0,,619.53,213.349999999998,616.25,,-15.349999999998,-418.25,,-0.0719475041012334
680,465,881,1,3500,2.48,351,2.48,0,,193.16,356.010000000082,190.89,,-5.01000000008202,160.11,,-0.0140726384092606
681,466,465,2,3500,5.74,1838,5.81,0,,817.82,1849.03000000007,816.23,,-11.03000000007,1021.77,,-0.00596528990880061
682,466,467,2,3500,5.33,2175,5.45,0,,1205.05,2184.82000000012,1186.79,,-9.82000000012022,988.21,,-0.0044946494448603
683,466,855,1,5000,1.67,290,1.67,0,,276.26,319.470000000001,275.87,,-29.470000000001,14.13,,-0.0922465333208154
684,466,862,1,5000,5.4,317,5.4,0,,212.16,331.910000000112,205.52,,-14.910000000112,111.48,,-0.0449218161553041
685,467,458,2,3500,5.17,2605,5.41,0,,1344.14,2591.21206516768,1318.15,,13.7879348323199,1286.85,,0.00532103682969989
686,467,466,2,3500,5.33,1936,5.4,0,,852.32,1998.31000000017,843.52,,-62.31000000017,1092.48,,-0.0311813482393446
687,467,845,1,2500,2.09,376,2.09,0,,294.6,392.499430273295,292.9,,-16.499430273295,83.1,,-0.0420368260453437
688,467,855,1,2500,5.88,341,5.88,0,,225.12,333.100000000078,221.16,,7.89999999992199,119.84,,0.023716601620895
689,468,458,2,3500,2.91,2178,2.98,0,,834.91,2225.31000000032,820.86,,-47.3100000003201,1357.14,,-0.0212599592867121
690,468,469,2,3500,2.92,3095,3.19,0,,1262.86,3046.00149544108,1226.3,,48.9985045589201,1868.7,,0.0160861721940241
691,468,829,1,2500,1.33,381,1.33,0,,442.12,393.740000000012,440.09,,-12.740000000012,-59.09,,-0.0323563773048499
692,468,830,1,2500,2.85,252,2.85,0,,324.82,264.740000000048,310.08,,-12.740000000048,-58.08,,-0.0481226864094798
693,469,468,2,3500,2.92,2030,2.97,0,,804.5,2095.33000000032,783.74,,-65.3300000003201,1246.26,,-0.0311788596547131
694,469,470,2,3500,2.73,4086,3.49,0,,1862.52,3573.07149544109,1802.87,,512.92850455891,2283.13,,0.143553943774526
695,469,819,1,3000,0.34,955,0.34,0,,738.01,1307.73000000009,700.66,,-352.73000000009,254.34,,-0.269726931400263
696,469,824,1,3000,4.01,715,4.01,0,,383.84,532.900000000059,374.09,,182.099999999941,340.91,,0.341715143553989
697,470,469,2,3500,2.73,2558,2.85,0,,1046.52,2435.54000000034,1011.43,,122.45999999966,1546.57,,0.0502804306230416
698,470,471,2,3500,4.12,3630,4.84,0,,2615.76,3812.42149544104,2537.91,,-182.42149544104,1092.09,,-0.0478492463803341
699,470,817,1,1000,0.74,934,0.82,0,,641.32,328.580000000016,627.76,,605.419999999984,306.24,,1.84253454257701
700,470,822,1,1000,3.36,236,3.36,0,,84.9,237.580000000009,82.18,,-1.58000000000899,153.82,,-0.00665039144712911
701,471,470,2,3500,4.12,2187,4.21,0,,1607.38,2298.57000000025,1561.43,,-111.57000000025,625.57,,-0.0485388741696958
702,471,472,2,3500,2.92,4732,4.38,0,,776.28,4691.6900000004,757.52,,40.3099999996002,3974.48,,0.00859178675479343
703,471,815,1,3000,3.84,439,3.84,0,,3559.98,603.321495440824,3415.25,,-164.321495440824,-2976.25,,-0.272361413744691
704,471,816,1,3000,0.61,1176,0.61,0,,1246.7,1179.17000000008,1178.24,,-3.17000000008011,-2.24000000000001,,-0.00268833162315857
705,472,471,2,3500,2.92,2495,3.03,0,,335.57,2591.9500000003,321.87,,-96.9500000003,2173.13,,-0.0374042709158312
706,472,473,2,5000,1.75,6656,2.57,0,,760.3,6421.83000000038,748.47,,234.16999999962,5907.53,,0.0364646837427347
707,472,813,1,3000,1.39,1304,1.4,0,,1081.83,1405.34159724912,1062.71,,-101.34159724912,241.29,,-0.0721117182096443
708,472,815,1,3000,2.22,1595,2.25,0,,718.98,1752.44000000011,709.07,,-157.44000000011,885.93,,-0.0898404510283378
709,473,472,2,5000,1.75,2719,1.77,0,,263.99,2912.4800000004,254.88,,-193.4800000004,2464.12,,-0.0664313574686774
710,473,474,2,5000,3.23,2969,3.29,0,,1281.4,2767.25756301645,1224.65,,201.74243698355,1744.35,,0.0729033826412748
711,473,475,2,5000,3.17,5211,3.73,0,,593.6,5323.54894183655,589.26,,-112.54894183655,4621.74,,-0.021141712618072
712,473,707,1,1000,4.39,468,4.42,0,,1187.23,744.559459431351,1147.54,,-276.559459431351,-679.54,,-0.371440394622842
713,473,813,1,1000,1.44,727,1.5,0,,513.7,731.650000000001,507.34,,-4.650000000001,219.66,,-0.00635549784733273
714,474,473,2,5000,3.23,1084,3.23,0,,675.49,1490.0294594315,634.19,,-406.0294594315,449.81,,-0.272497605239574
715,474,538,2,5000,3.32,4679,3.7,0,,1768.38,4362.29000000038,1696.35,,316.70999999962,2982.65,,0.0726017756727756
716,474,701,1,3500,1.73,1234,1.73,0,,980.88,1060.87840275094,960.66,,173.12159724906,273.34,,0.163187031426167
717,474,706,1,3500,2.45,4549,3.5,0,,2938.22,3929.52187764086,2905.81,,619.47812235914,1643.19,,0.157647200257109
718,475,473,2,5000,3.17,2172,3.19,0,,235.28,2350.74000000022,229.86,,-178.74000000022,1942.14,,-0.0760356313331985
719,475,476,2,5000,1.68,5254,1.99,0,,223.5,5323.54894183655,222.37,,-69.5489418365496,5031.63,,-0.0130643941844848
720,475,706,1,3500,3.08,1604,3.1,0,,1284.32,1462.34273349485,1277,,141.65726650515,327,,0.0968700861025948
721,475,707,1,3500,1.74,935,1.74,0,,531.96,750.320540568856,526.72,,184.679459431144,408.28,,0.246134084628856
722,476,475,2,5000,1.68,2272,1.69,0,,70.9,2530.62055668832,68.78,,-258.62055668832,2203.22,,-0.10219649722073
723,476,477,2,5000,3.71,5149,4.34,0,,506.87,5224.65000000013,495.94,,-75.6500000001297,4653.06,,-0.0144794388141077
724,476,705,1,3500,2.02,1941,2.05,0,,1312.36,2096.77894183641,1308.14,,-155.77894183641,632.86,,-0.0742944040157018
725,476,707,1,3500,2.79,998,2.79,0,,723.95,863.730000000061,712.24,,134.269999999939,285.76,,0.155453671864969
726,477,476,2,5000,3.71,2580,3.75,0,,231.15,2717.37055668837,221.58,,-137.37055668837,2358.42,,-0.0505527508385835
727,477,478,2,6500,2.53,8481,3.63,0,,301.51,8020.6729993573,282.02,,460.3270006427,8198.98,,0.0573925655215699
728,477,503,2,6500,0.88,4677,0.92,0,,346.88,4763.29554450396,346.88,,-86.2955445039597,4330.12,,-0.0181167730823527
729,477,504,2,6500,0.95,5529,1.02,0,,102.59,5836.20999318264,97,,-307.20999318264,5432,,-0.0526386119658984
730,478,477,2,6500,2.53,6253,2.86,0,,164.74,6402.40553768675,152.56,,-149.40553768675,6100.44,,-0.0233358441303504
731,478,479,2,6500,3.24,9758,5.71,0,,1005.38,9252.05739750818,985.55,,505.942602491819,8772.45,,0.0546843346030347
732,478,633,1,5500,1.91,3922,1.98,0,,3308.04,4085.45445549621,3302.18,,-163.45445549621,619.82,,-0.0400088796183526
733,478,703,1,5500,2.69,4103,2.81,0,,2511.69,3661.9980709178,2498.86,,441.0019290822,1604.14,,0.120426586945654
734,479,478,2,6500,3.24,7411,4.06,0,,616.67,7233.36675121769,604.04,,177.63324878231,6806.96,,0.0245574785423961
735,479,480,2,6500,1.32,8274,1.84,0,,469.52,8016.79961612787,448.37,,257.20038387213,7825.63,,0.0320826759040734
736,479,629,1,3000,2.12,3341,2.61,0,,3542.82,3013.76999999996,3528.56,,327.23000000004,-187.56,,0.108578292305002
737,479,693,1,3000,1.88,4463,3.26,0,,3943.39,4487.67000000004,3934.54,,-24.6700000000401,528.46,,-0.00549728478253523
738,480,479,2,6500,1.32,7099,1.6,0,,378.16,7502.87961288908,363.07,,-403.87961288908,6735.93,,-0.0538299471306006
739,480,481,2,5000,1.41,2714,1.43,0,,209.49,3444.05286193575,209.1,,-730.05286193575,2504.9,,-0.21197492930623
740,480,483,2,5000,1.68,6630,2.46,0,,3738.87,6673.82192908217,3692.84,,-43.8219290821698,2937.16,,-0.00656624188476011
741,480,484,2,5000,2.13,6527,3.06,0,,1640.77,5904.66323378368,1636.27,,622.33676621632,4890.73,,0.105397503900918
742,480,486,2,6500,2.03,7786,2.66,0,,3263.54,6875.04305557139,3195.56,,910.95694442861,4590.44,,0.132501998469724
743,481,480,2,5000,1.41,2731,1.43,0,,192.74,3411.1718935752,191.91,,-680.1718935752,2539.09,,-0.199395373436406
744,481,482,2,5000,0.54,0,0.54,0,,0,0,0,,0,0,,#DIV/0!
745,481,483,1,6500,1.67,3974,1.7,0,,2079.21,3540.95826355256,2072.23,,433.04173644744,1901.77,,0.122295069361529
746,481,691,1,6500,2.42,5692,2.63,0,,2279.4,6329.71462648947,2272.57,,-637.71462648947,3419.43,,-0.100749348765373
747,482,481,2,5000,0.54,0,0.54,0,,0,0,0,,0,0,,#DIV/0!
748,483,480,2,5000,1.68,6494,2.4,0,,4127.68,6681.53560184908,4081.05,,-187.53560184908,2412.95,,-0.028067739667088
749,483,481,1,6500,1.67,3052,1.68,0,,2069.92,2885.66176455372,2063.48,,166.33823544628,988.52,,0.0576430119044132
750,483,539,2,5000,3.33,5024,3.84,0,,1004.78,4820.11752799501,961.41,,203.88247200499,4062.59,,0.0422982366759421
751,483,693,1,6500,0.5,8633,0.73,0,,5567.34,8650.00372280325,5547.64,,-17.0037228032506,3085.36,,-0.00196574745493175
752,484,480,2,5000,2.13,6030,2.81,0,,1556.59,5634.00102137507,1553.33,,395.99897862493,4476.67,,0.070287345906139
753,484,485,2,5000,3.26,6728,4.86,0,,1074.77,6375.32221762315,1070.42,,352.67778237685,5657.58,,0.0553192090278906
754,484,627,1,6000,1.98,6538,2.4,0,,5494.08,6782.05742668182,5440.29,,-244.05742668182,1097.71,,-0.035985750536652
755,484,629,1,6000,3.65,1288,3.65,0,,2488.66,536.569999999999,2448.43,,751.430000000001,-1160.43,,1.40043237601804
756,485,484,2,5000,3.26,6472,4.63,0,,1206.03,6090.37812621201,1202.04,,381.62187378799,5269.96,,0.0626597997496331
757,485,489,2,5000,2.66,7632,4.83,0,,613.59,7360.37394442455,612.6,,271.62605557545,7019.4,,0.0369038390748075
758,485,626,1,6500,1.68,7716,2.18,0,,4236.63,8015.95965516832,4232.42,,-299.95965516832,3483.58,,-0.0374203050005273
759,485,628,1,6500,2.84,3756,2.89,0,,3015.72,4502.67300719318,3004.84,,-746.67300719318,751.16,,-0.165828832340333
760,486,480,2,6500,2.03,7227,2.5,0,,2884.29,6656.95256033485,2822.18,,570.04743966515,4404.82,,0.0856318915447515
761,486,535,2,6500,0.29,11087,0.66,0,,3240.29,9877.71726708026,3170.92,,1209.28273291974,7916.08,,0.122425323606898
762,486,627,1,6500,2.22,7383,2.77,0,,4533.36,7424.06174169933,4518.18,,-41.06174169933,2864.82,,-0.0055308998130626
763,486,691,1,6500,2.4,2865,2.41,0,,2302.96,3254.6,2300.74,,-389.6,564.26,,-0.119707490935906
764,487,488,2,5000,2.65,4151,2.84,0,,25.15,4406.2600000004,23.53,,-255.2600000004,4127.47,,-0.0579312160427159
765,487,535,2,6500,4.12,6557,4.76,0,,1188.01,6176.03186601902,1181.03,,380.96813398098,5375.97,,0.0616849365815444
766,487,681,1,3000,1.36,4898,2.81,0,,2425.25,4009.92035729013,2412.4,,888.07964270987,2485.6,,0.221470643698776
767,487,682,1,3000,3.04,3298,3.71,0,,2465.03,2840.06999999997,2451.18,,457.93000000003,846.82,,0.161238983546192
768,488,405,2,5000,1.01,4003,1.07,0,,5.17,3952.79994303685,5.07,,50.20005696315,3997.93,,0.0126998729221248
769,488,487,2,5000,2.65,5867,3.4,0,,40.9,6399.47676099409,40.65,,-532.47676099409,5826.35,,-0.0832062965271829
770,488,680,1,2500,2.97,2518,3.43,0,,1735.62,2724.77755917973,1726.35,,-206.77755917973,791.65,,-0.0758878677942351
771,488,682,1,2500,2.77,2783,3.41,0,,1746.73,2438.49000000004,1741.18,,344.50999999996,1041.82,,0.141280054459914
772,489,485,2,5000,2.66,7564,4.75,0,,876.02,7289.62286020651,873.5,,274.37713979349,6690.5,,0.0376394149677199
773,489,490,2,6500,1.06,7452,1.33,0,,2.53,7624.14221762317,2.43,,-172.14221762317,7449.57,,-0.022578568540506
774,489,630,1,3500,2.68,2894,2.87,0,,2198.64,1844.33999999999,2190.19,,1049.66000000001,703.81,,0.56912499864451
775,489,631,1,3500,4.23,1974,4.29,0,,2052.43,1666.75172680134,2046.81,,307.24827319866,-72.81,,0.184339555950723
776,490,489,2,6500,1.06,6830,1.25,0,,0.43,6446.70473399454,0.43,,383.29526600546,6829.57,,0.0594559983466096
777,490,491,2,6500,2.61,8934,4.01,0,,46.68,8186.83073506523,45.7,,747.16926493477,8888.3,,0.0912647749921773
778,490,557,1,5000,3.59,3714,3.75,0,,4911.59,3301.64999999995,4841.18,,412.35000000005,-1127.18,,0.12489209940486
779,490,631,1,5000,3.8,3061,3.88,0,,4013.6,3127.49008838245,3953.97,,-66.4900883824498,-892.97,,-0.0212598878025026
780,491,490,2,6500,2.61,7802,3.42,0,,25.19,6829.94482237697,24.93,,972.05517762303,7777.07,,0.14232255207074
781,491,492,2,6500,2.84,9819,5.06,0,,616.12,9107.82052888942,617.23,,711.17947111058,9201.77,,0.0780844845212709
782,491,558,1,6500,3.2,5401,3.43,0,,5423.77,4801.51452380478,5394.36,,599.48547619522,6.64000000000033,,0.124853413068546
783,491,559,1,6500,0.6,8047,0.81,0,,4498.62,8431.1704309177,4485.61,,-384.1704309177,3561.39,,-0.0455654922487298
784,492,491,2,6500,2.84,9057,4.45,0,,369.29,8406.12363251164,368.5,,650.876367488359,8688.5,,0.0774288359227815
785,492,493,2,6500,1.37,5331,1.46,0,,825.96,5999.23411836818,825.14,,-668.23411836818,4505.86,,-0.111386571216184
786,492,561,1,9000,3.09,3703,3.1,0,,4532.54,4852.58688678842,4522.38,,-1149.58688678842,-819.38,,-0.236901865666387
787,492,562,1,9000,0.49,9371,0.58,0,,5088.66,8986.75761896026,5085.15,,384.24238103974,4285.85,,0.0427565087801038
788,493,492,2,6500,1.37,5070,1.45,0,,557.61,4445.85000000006,557.26,,624.14999999994,4512.74,,0.140389351867456
789,493,494,2,6500,2.24,9033,3.49,0,,771.2,8189.6231454256,770.14,,843.3768545744,8262.86,,0.102981155493764
790,493,497,2,6500,1.94,8955,2.99,0,,0.51,7666.56270094182,0.51,,1288.43729905818,8954.49,,0.168059318017434
791,493,562,1,14500,1.26,9460,1.29,0,,2081.54,9143.50102242697,2077.67,,316.49897757303,7382.33,,0.0346146379594346
792,493,564,1,14500,1.37,16966,1.76,0,,4684.82,16863.3586535523,4678.94,,102.641346447701,12287.06,,0.00608664908079147
793,494,493,2,6500,2.24,8892,3.42,0,,1084.56,8535.94148939284,1082.43,,356.058510607159,7809.57,,0.0417128574568622
794,494,495,2,9000,2.81,11518,3.94,0,,944.9,10387.3471380643,943.19,,1130.6528619357,10574.81,,0.108849049416327
795,494,561,1,10000,1,5053,1.01,0,,2019.21,4968.39000000001,2019.38,,84.6099999999897,3033.62,,0.0170296615201281
796,494,563,1,10000,2.33,10023,2.68,0,,4004.96,10389.4968628238,4001.53,,-366.4968628238,6021.47,,-0.035275708502807
797,495,494,2,9000,2.81,12538,4.4,0,,1593.53,12588.7538592757,1589.96,,-50.7538592756991,10948.04,,-0.00403168255119251
798,495,496,2,9000,2.56,11968,3.76,0,,600.77,10719.5442001535,598.82,,1248.4557998465,11369.18,,0.116465381040047
799,495,551,1,7000,4.69,4592,4.82,0,,3632.83,3578.09000000001,3627.52,,1013.90999999999,964.48,,0.283366265242067
800,495,560,1,7000,0.94,6827,1.07,0,,3000.71,5503.26845199542,2999.95,,1323.73154800458,3827.05,,0.240535521672509
801,496,436,2,9000,1.02,14235,1.98,0,,97.44,14050.9281639072,95.41,,184.0718360928,14139.59,,0.0131003328709365
802,496,495,2,9000,2.56,13334,4.41,0,,888.96,11876.3449110007,882.74,,1457.6550889993,12451.26,,0.122736001684249
803,496,553,1,6000,1.3,6572,1.58,0,,1252.79,5301.54760719232,1248.22,,1270.45239280768,5323.78,,0.239638024014747
804,496,556,1,6000,3.71,5295,4.05,0,,1684.04,4555.6453647231,1680.68,,739.3546352769,3614.32,,0.162294159462485
805,497,493,2,6500,1.94,9910,3.51,0,,0.81,9484.51493957079,0.81,,425.48506042921,9909.19,,0.0448610248536827
806,497,498,2,6500,0.66,8955,1.02,0,,0.51,7666.56270094182,0.51,,1288.43729905818,8954.49,,0.168059318017434
807,498,497,2,6500,0.66,9910,1.19,0,,0.81,9484.51493957079,0.81,,425.48506042921,9909.19,,0.0448610248536827
808,498,499,2,5000,1.34,5446,1.62,0,,42.94,4575.85660933524,42.96,,870.14339066476,5403.04,,0.190159671719077
809,498,533,2,6500,1.61,6714,1.88,0,,56.82,6310.12251093393,56.72,,403.87748906607,6657.28,,0.0640046985405191
810,499,498,2,5000,1.34,5537,1.64,0,,56.31,5249.53412303662,56.21,,287.46587696338,5480.79,,0.0547602644779254
811,499,500,2,5000,2.84,6481,4.04,0,,599.49,5574.81776151161,599.19,,906.18223848839,5881.81,,0.162549212773312
812,499,567,1,12500,1.56,11197,1.71,0,,7974.31,9999.3105193,7970.35,,1197.6894807,3226.65,,0.119777206477217
813,499,569,1,12500,2.32,6804,2.35,0,,4861.13,6804.55859308426,4854.49,,-0.558593084259883,1949.51,,-8.20910095222933e-05
814,500,499,2,5000,2.84,7368,4.85,0,,649.05,7392.93402326525,647.87,,-24.9340232652503,6720.13,,-0.0033726830493528
815,500,501,2,5000,3.61,5614,4.47,0,,89.99,5273.58918499549,90.14,,340.41081500451,5523.86,,0.0645501200535403
816,500,566,1,4500,1.82,6304,2.87,0,,2332.12,5916.6544715841,2330.47,,387.3455284159,3973.53,,0.0654669848097778
817,500,570,1,4500,1.36,5686,1.88,0,,1723.78,4905.00023831079,1720.81,,780.99976168921,3965.19,,0.159225224004918
818,501,500,2,5000,3.61,7096,5.81,0,,116.5,6899.17187918647,116.64,,196.82812081353,6979.36,,0.0285292386188152
819,501,502,2,5000,3.49,3514,3.62,0,,105.5,3927.74000000021,101.92,,-413.74000000021,3412.08,,-0.105337929700079
820,501,571,1,5500,2.49,3977,2.59,0,,638.21,2672.39340540998,635.26,,1304.60659459002,3341.74,,0.488179095169514
821,501,636,1,5500,0.62,6445,0.8,0,,1135.17,6226.83010876651,1131.41,,218.16989123349,5313.59,,0.0350370714187845
822,502,501,2,5000,3.49,5806,4.44,0,,198.56,5484.87339359967,197.77,,321.12660640033,5608.23,,0.0585476789263823
823,502,503,2,6500,3.87,3532,3.92,0,,270.85,4024.20000000022,266.07,,-492.20000000022,3265.93,,-0.122310024352714
824,502,632,1,1500,1.67,2661,4.15,0,,752.52,2605.7659071047,748.02,,55.2340928952999,1912.98,,0.0211968744946361
825,502,634,1,1500,3.91,1825,5.2,0,,397.57,1766.28514682005,394.76,,58.7148531799501,1430.24,,0.0332420013187893
826,503,477,2,6500,0.88,2658,0.88,0,,167.19,3197.28055668823,164.15,,-539.28055668823,2493.85,,-0.168668512858572
827,503,502,2,6500,3.87,6264,4.37,0,,426.22,5984.65145160856,423.72,,279.34854839144,5840.28,,0.0466774967013921
828,503,504,1,7000,0.52,2299,0.52,0,,1307.44,2261.13944331194,1268.78,,37.8605566880601,1030.22,,0.0167440167390141
829,503,633,1,7000,3.5,3814,3.55,0,,2931.34,4821.5740928953,2879.2,,-1007.5740928953,934.8,,-0.20897202313659
830,504,477,2,6500,0.95,7207,1.17,0,,143.34,6513.21299935716,134.83,,693.78700064284,7072.17,,0.106519931209269
831,504,503,1,7000,0.52,5436,0.55,0,,2927.64,6042.9299999999,2872.92,,-606.9299999999,2563.08,,-0.100436377717417
832,504,505,2,6500,3.51,5205,3.73,0,,627.9,5375.37999318269,603.16,,-170.37999318269,4601.84,,-0.0316963625639069
833,504,635,1,7000,0.45,5427,0.47,0,,1334.97,5409.22944331206,1289.12,,17.7705566879404,4137.88,,0.00328522886192446
834,505,504,2,6500,3.51,7868,4.64,0,,1372.35,7590.13647330484,1337.61,,277.86352669516,6530.39,,0.0366085020569037
835,505,506,2,6500,2.42,5490,2.6,0,,412.36,5715.99999318271,392.88,,-225.99999318271,5097.12,,-0.0395381374129203
836,505,634,1,6000,1.48,4241,1.54,0,,2021.26,5125.24163641535,2017.12,,-884.24163641535,2223.88,,-0.172526819054291
837,505,639,1,6000,2.42,2113,2.43,0,,1338.62,2051.86,1325.48,,61.1399999999999,787.52,,0.0297973545953427
838,506,505,2,6500,2.42,7818,3.18,0,,893.37,8156.43695573045,865.89,,-338.43695573045,6952.11,,-0.0414932350445834
839,506,507,2,5000,3.92,4335,4.25,0,,1031.05,4485.02999318273,997.4,,-150.02999318273,3337.6,,-0.0334512797931735
840,506,639,1,5000,1.8,2287,1.81,0,,1712.27,1876.21808691192,1697.29,,410.78191308808,589.71,,0.21894145246419
841,506,644,1,5000,2.59,4429,2.83,0,,1155.64,4131.98035269288,1148.57,,297.01964730712,3280.43,,0.0718831218821134
842,507,506,2,5000,3.92,5911,5.07,0,,1856.4,5723.33695573034,1815.44,,187.66304426966,4095.56,,0.0327890958930466
843,507,508,2,5000,7.86,3269,8.08,0,,2263.17,3446.29999318268,2191.09,,-177.29999318268,1077.91,,-0.0514464769559838
844,507,578,1,1500,8.09,287,8.09,0,,3760.75,0,3712.78,,287,-3425.78,,#DIV/0!
845,507,646,1,1500,1.51,2342,2.86,0,,1399.87,2128.31494660741,1390.69,,213.68505339259,951.31,,0.100401049070867
846,508,450,2,5000,3.8,2179,3.82,0,,1226.24,2106.72000000017,1181.53,,72.2799999998301,997.47,,0.0343092579933851
847,508,507,2,5000,7.86,4542,8.66,0,,4611,4402.97695573022,4532.06,,139.02304426978,9.9399999999996,,0.0315747835311402
848,508,509,2,5000,2.41,4972,2.76,0,,2403.02,5033.8099931826,2343.07,,-61.8099931826,2628.93,,-0.0122789682698216
849,509,508,2,5000,2.41,5695,3.02,0,,3761.55,5565.18695573021,3708.86,,129.81304426979,1986.14,,0.0233259089591102
850,509,510,2,5000,3.24,6699,4.81,0,,877.76,6275.8453751225,856.85,,423.1546248775,5842.15,,0.0674259162845038
851,509,659,1,5000,0.59,4499,0.65,0,,2293.54,4022.72519511625,2283.25,,476.27480488375,2215.75,,0.118396057842074
852,509,667,1,5000,5.05,1276,5.05,0,,1876.42,1138.31000000009,1850.82,,137.68999999991,-574.82,,0.120960019678206
853,510,509,2,5000,3.24,6889,4.99,0,,950.23,6281.03215084646,932.6,,607.96784915354,5956.4,,0.0967942584200285
854,510,511,2,5000,0.3,7058,0.48,0,,783.33,5778.02259513881,771.03,,1279.97740486119,6286.97,,0.221525164324914
855,510,658,1,4000,0.37,4491,0.46,0,,2279.44,3699.22868618944,2263.81,,791.77131381056,2227.19,,0.214036865784083
856,510,666,1,4000,4.08,307,4.08,0,,1280.56,669.949999999997,1270.2,,-362.949999999997,-963.2,,-0.541756847525933
857,511,510,2,5000,0.3,7654,0.55,0,,615.42,6056.53748426513,605.08,,1597.46251573487,7048.92,,0.263758380078564
858,511,512,2,5000,2.21,6567,3.2,0,,283.12,6178.52170753723,279.1,,388.47829246277,6287.9,,0.0628756053391966
859,511,521,2,5000,3.12,2825,3.17,0,,57.51,2588.03000000008,54.69,,236.96999999992,2770.31,,0.0915638535874441
860,511,522,2,5000,4.7,2548,4.75,0,,555.49,2446.40132894537,546.81,,101.59867105463,2001.19,,0.0415298462490733
861,512,511,2,5000,2.21,7073,3.54,0,,383.56,6293.11290700464,378.16,,779.88709299536,6694.84,,0.123927077826189
862,512,513,2,5000,3.73,5653,4.64,0,,423.53,5501.54271817023,420.79,,151.45728182977,5232.21,,0.0275299656093816
863,512,661,1,2000,0.58,3253,1.19,0,,1067.57,2119.67898936699,1064.64,,1133.32101063301,2188.36,,0.534666341610273
864,512,670,1,2000,7.48,141,7.48,0,,466.6,130.840000000003,460.71,,10.159999999997,-319.71,,0.0776520941607825
865,513,512,2,5000,3.73,6470,5.3,0,,561.31,6041.67748426501,558.49,,428.32251573499,5911.51,,0.0708946342883274
866,513,514,2,5000,5.31,4410,5.79,0,,270.92,4330.67999318226,270.67,,79.3200068177403,4139.33,,0.0183158319115273
867,513,902,1,3500,3.59,4182,4.69,0,,1831.12,3572.96272498791,1819.19,,609.03727501209,2362.81,,0.170457214891362
868,513,905,1,3500,9.12,1168,9.14,0,,1030.28,1223.56000000007,1023.13,,-55.56000000007,144.87,,-0.0454084801726657
869,514,513,2,5000,5.31,5294,6.31,0,,274.17,4890.13000000005,273.15,,403.86999999995,5020.85,,0.0825888064325377
870,514,515,2,5000,4.43,3224,4.54,0,,1553.24,3250.17999318224,1553.2,,-26.1799931822402,1670.8,,-0.0080549364149545
871,514,903,1,3000,2.61,2226,2.73,0,,1283.97,2130.47000000002,1281.49,,95.5299999999802,944.51,,0.0448398710143674
872,514,905,1,3000,11.27,678,11.27,0,,2678.24,661.980000000003,2674.89,,16.019999999997,-1996.89,,0.0242001268920465
873,515,514,2,5000,4.43,4077,4.72,0,,2076.44,3612.69000000003,2076.47,,464.30999999997,2000.53,,0.128521960090671
874,515,516,2,5000,5.77,520,5.77,0,,0,273.020000000011,0,,246.979999999989,520,,0.904622371987323
875,515,534,2,3500,1.61,5315,2.89,0,,1534.47,2849.73999318222,1534.44,,2465.26000681778,3780.56,,0.865082433034495
876,515,544,2,3500,0.29,749,0.29,0,,8.31,699.940000000016,8.3,,49.059999999984,740.7,,0.0700917221475882
877,515,932,2,5000,5.93,25,5.93,0,,25,25,25,,0,0,,0
878,516,515,2,5000,5.77,451,5.77,0,,0,326.000000000007,0,,124.999999999993,451,,0.383435582822056
879,516,517,2,3500,6.07,381,6.07,0,,140.31,392.970000000008,140.71,,-11.970000000008,240.29,,-0.0304603404840261
880,516,903,1,6000,8.96,2561,9,0,,2011.91,2852.18000000003,2006.41,,-291.18000000003,554.59,,-0.102090330904791
881,516,906,1,6000,1.62,1877,1.62,0,,1471.68,1885.84999999999,1471.49,,-8.84999999998991,405.51,,-0.00469284407561044
