ID,Origin,Destination,Type,Capacity,,Flow,,,,SUE,DUE,SUE_Rounded,,ARC-DUE,SUE-DUE,,(ARC-DUE)/DUE
547,431,593,1,4000,1.27,3268,1.35,0,,724.84,2696.49999999999,723.08,,=G548-L548,=G548-M548,,=O548/L548
548,431,597,1,4000,2.91,676,2.91,0,,305.14,524.980000000017,303.82,,=G549-L549,=G549-M549,,=O549/L549
549,432,431,2,5000,3.52,4959,4.03,0,,197.09,5222.94628228819,196.98,,=G550-L550,=G550-M550,,=O550/L550
550,432,433,2,5000,2.62,6386,3.67,0,,144.06,6303.31845166171,142.8,,=G551-L551,=G551-M551,,=O551/L551
551,432,595,1,4500,3.16,1659,3.17,0,,781.59,1652.9554715336,779.85,,=G552-L552,=G552-M552,,=O552/L552
552,432,599,1,4500,1.33,3820,1.43,0,,693.04,3869.33785577995,689.68,,=G553-L553,=G553-M553,,=O553/L553
553,433,432,2,5000,2.62,5132,3.06,0,,148.81,5135.79547182482,148.48,,=G554-L554,=G554-M554,,=O554/L554
554,433,434,2,5000,2.35,7196,3.86,0,,556.26,6105.05771417426,554.3,,=G555-L555,=G555-M555,,=O555/L555
555,433,616,1,9500,3.4,3244,3.41,0,,957.13,4409.22390643879,950.9,,=G556-L556,=G556-M556,,=O556/L556
556,433,617,1,9500,1.5,2631,1.5,0,,417.05,1550.93204270657,415.95,,=G557-L557,=G557-M557,,=O557/L557
557,434,433,2,5000,2.35,6457,3.33,0,,420.67,5029.03656323057,418.25,,=G558-L558,=G558-M558,,=O558/L558
558,434,435,2,5000,3.07,6019,4.04,0,,17.62,5500.35661060651,17.49,,=G559-L559,=G559-M559,,=O559/L559
559,434,618,1,9000,4.12,2906,4.13,0,,3547.67,1875.24609356115,3530.14,,=G560-L560,=G560-M560,,=O560/L560
560,434,619,1,9000,0.65,7611,0.7,0,,4324.62,7479.22782095221,4314.57,,=G561-L561,=G561-M561,,=O561/L561
561,435,434,2,5000,3.07,5625,3.81,0,,17.89,5171.57656323054,17.7,,=G562-L562,=G562-M562,,=O562/L562
562,435,436,2,5000,1.92,6804,2.91,0,,8.85,6595.79661060652,8.24,,=G563-L563,=G563-M563,,=O563/L563
563,435,552,1,4500,0.89,6579,1.5,0,,2659.66,5967.09384661423,2655.85,,=G564-L564,=G564-M564,,=O564/L564
564,435,554,1,4500,3.93,3762,4.22,0,,2763.08,3624.34645905911,2761.08,,=G565-L565,=G565-M565,,=O565/L565
565,436,435,2,5000,1.92,6945,2.99,0,,22.16,6625.28790936257,21.15,,=G566-L566,=G566-M566,,=O566/L566
566,436,437,2,5000,3.08,7311,5.19,0,,106.27,7425.64025454463,103.63,,=G567-L567,=G567-M567,,=O567/L567
567,436,496,2,9000,1.02,14488,2.05,0,,138.86,14062.607976037,134.35,,=G568-L568,=G568-M568,,=O568/L568
568,437,436,2,5000,3.08,7705,5.69,0,,161,7466.81136543057,155.49,,=G569-L569,=G569-M569,,=O569/L569
569,437,438,2,5000,4.14,7046,6.59,0,,2865.12,6664.28957261291,2812.85,,=G570-L570,=G570-M570,,=O570/L570
570,437,554,1,4000,0.62,5877,1.05,0,,5027.73,5225.94332389113,5004.94,,=G571-L571,=G571-M571,,=O571/L571
571,437,556,1,4000,7.18,2687,7.4,0,,7035.47,2084.5661832815,6935.13,,=G572-L572,=G572-M572,,=O572/L572
572,438,437,2,5000,4.14,7199,6.81,0,,3758.99,6673.11394112828,3652.6,,=G573-L573,=G573-M573,,=O573/L573
573,438,439,2,5000,2.4,4589,2.66,0,,1074.75,4373.96146245179,1048.58,,=G574-L574,=G574-M574,,=O574/L574
574,438,535,2,6500,8.17,4712,8.51,0,,2594.56,4525.56317214407,2521.45,,=G575-L575,=G575-M575,,=O575/L575
575,438,536,2,5000,2.11,6309,2.91,0,,2030.99,6137.20972710304,1981.68,,=G576-L576,=G576-M576,,=O576/L576
576,438,540,2,3500,1.68,5643,3.38,0,,1718.81,5205.84583771635,1708.29,,=G577-L577,=G577-M577,,=O577/L577
577,439,438,2,5000,2.4,5627,2.98,0,,1177.23,5381.05504044165,1152.04,,=G578-L578,=G578-M578,,=O578/L578
578,439,440,2,5000,2.53,5943,3.29,0,,827.52,5632.30943086702,809.19,,=G579-L579,=G579-M579,,=O579/L579
579,439,614,1,6000,2.72,4786,2.89,0,,1546.42,4874.14548720968,1535.03,,=G580-L580,=G580-M580,,=O580/L580
580,439,615,1,6000,1.94,6148,2.26,0,,1631.75,6106.21045907692,1629.27,,=G581-L581,=G581-M581,,=O581/L581
581,440,439,2,5000,2.53,7230,4.19,0,,1181.85,6810.63233223753,1164.82,,=G582-L582,=G582-M582,,=O582/L582
582,440,441,2,5000,2.63,4097,2.81,0,,572.36,4080.68267387411,558.54,,=G583-L583,=G583-M583,,=O583/L583
583,440,612,1,2000,2.64,2454,3.54,0,,846.76,2353.86999999998,838.47,,=G584-L584,=G584-M584,,=O584/L584
584,440,613,1,2000,1.88,2839,3.02,0,,788.71,2316.90567013594,786.35,,=G585-L585,=G585-M585,,=O585/L585
585,441,426,2,5000,4.82,2683,4.88,0,,645.66,2493.3671733369,632.3,,=G586-L586,=G586-M586,,=O586/L586
586,441,440,2,5000,2.63,5451,3.19,0,,837.94,5627.16424005407,824.42,,=G587-L587,=G587-M587,,=O587/L587
587,441,591,1,6000,3.19,4172,3.3,0,,2476.79,4605.07328909584,2454.1,,=G588-L588,=G588-M588,,=O588/L588
588,441,596,1,6000,0.72,8116,1.08,0,,3709.97,8066.71346995969,3667.44,,=G589-L589,=G589-M589,,=O589/L589
589,442,443,2,3500,3.59,694,3.59,0,,21.28,665.749999999992,21.26,,=G590-L590,=G590-M590,,=O590/L590
590,442,898,1,500,6.49,58,6.49,0,,566.04,95.6599999999962,561.23,,=G591-L591,=G591-M591,,=O591/L591
591,442,899,1,500,2.78,110,2.78,0,,246.89,116.370000000039,242.24,,=G592-L592,=G592-M592,,=O592/L592
592,442,929,2,3500,6.31,653,6.31,0,,653,653,653,,=G593-L593,=G593-M593,,=O593/L593
593,443,442,2,3500,3.59,593,3.59,0,,22.35,565.770000000018,22.36,,=G594-L594,=G594-M594,,=O594/L594
594,443,444,2,3500,4.45,970,4.45,0,,16.79,956.980000000068,15.61,,=G595-L595,=G595-M595,,=O595/L595
595,443,897,1,500,1.3,1055,5.17,0,,798.35,1037.80000000001,797.42,,=G596-L596,=G596-M596,,=O596/L596
596,443,898,1,500,3.98,310,4.07,0,,271.7,308.869999999995,270.64,,=G597-L597,=G597-M597,,=O597/L597
597,444,443,2,3500,4.45,864,4.45,0,,16.47,859.140000000043,16.4,,=G598-L598,=G598-M598,,=O598/L598
598,444,445,2,3500,5,970,5,0,,16.79,956.980000000068,15.61,,=G599-L599,=G599-M599,,=O599/L599
599,445,444,2,3500,5,864,5,0,,16.47,859.140000000043,16.4,,=G600-L600,=G600-M600,,=O600/L600
600,445,446,2,3500,6.27,1391,6.29,0,,297.61,1392.96000000007,282.74,,=G601-L601,=G601-M601,,=O601/L601
601,445,885,1,1000,6.37,58,6.37,0,,548.8,70.4500000000989,539.76,,=G602-L602,=G602-M602,,=O602/L602
602,445,886,1,1000,1.05,250,1.05,0,,75.01,269.210000000057,72.27,,=G603-L603,=G603-M603,,=O603/L603
603,446,445,2,3500,6.27,887,6.27,0,,350.04,898.710000000108,343.82,,=G604-L604,=G604-M604,,=O604/L604
604,446,447,2,3500,5.78,1650,5.82,0,,225.19,1680.45000000008,213.27,,=G605-L605,=G605-M605,,=O605/L605
605,446,858,1,8500,2.41,249,2.41,0,,302.22,245.11000000008,293.76,,=G606-L606,=G606-M606,,=O606/L606
606,446,859,1,8500,5.21,65,5.21,0,,490.39,67.2199999999866,476.04,,=G607-L607,=G607-M607,,=O607/L607
607,447,446,2,3500,5.78,952,5.78,0,,135.87,957.030000000188,129.61,,=G608-L608,=G608-M608,,=O608/L608
608,447,448,2,3500,3.98,2236,4.08,0,,342.5,2083.25135874898,331.82,,=G609-L609,=G609-M609,,=O609/L609
609,447,848,1,4000,5.59,224,5.59,0,,1523.99,262.410000000032,1488.39,,=G610-L610,=G610-M610,,=O610/L610
610,447,849,1,4000,1.87,600,1.87,0,,1311.76,622.211273322544,1288.96,,=G611-L611,=G611-M611,,=O611/L611
611,448,447,2,3500,3.98,1072,3.99,0,,205.03,1130.4200000002,196.4,,=G612-L612,=G612-M612,,=O612/L612
612,448,449,2,5000,3.28,3538,3.4,0,,448.7,3369.33135874899,441.99,,=G613-L613,=G613-M613,,=O613/L613
613,448,664,1,3500,2.78,2025,2.83,0,,792.66,2045.24872667759,785.52,,=G614-L614,=G614-M614,,=O614/L614
614,448,665,1,3500,1.17,1150,1.17,0,,399.19,1137.76000000003,399.58,,=G615-L615,=G615-M615,,=O615/L615
615,449,448,2,5000,3.28,2036,3.29,0,,289.23,2083.15000000024,283.59,,=G616-L616,=G616-M616,,=O616/L616
616,449,450,2,5000,2,3155,2.05,0,,637.31,2995.08373436202,627.62,,=G617-L617,=G617-M617,,=O617/L617
617,449,662,1,2000,2.91,644,2.91,0,,1019.66,617.20000000004,1010.24,,=G618-L618,=G618-M618,,=O618/L618
618,449,663,1,2000,1.41,1355,1.45,0,,701.26,1340.6121527631,699.08,,=G619-L619,=G619-M619,,=O619/L619
619,450,449,2,5000,2,1563,2,0,,399.81,1616.57000000021,390.89,,=G620-L620,=G620-M620,,=O620/L620
620,450,451,2,5000,1.44,2930,1.47,0,,159.45,2841.74784599454,157.73,,=G621-L621,=G621-M621,,=O621/L621
621,450,453,2,5000,4.56,2589,4.61,0,,1367.21,2686.01588836754,1323.63,,=G622-L622,=G622-M622,,=O622/L622
622,450,508,2,5000,3.8,2729,3.85,0,,2215.55,2532.02000000009,2156.71,,=G623-L623,=G623-M623,,=O623/L623
623,451,450,2,5000,1.44,1450,1.44,0,,96.53,1504.92000000009,95.36,,=G624-L624,=G624-M624,,=O624/L624
624,451,452,2,5000,2.18,3935,2.31,0,,125.19,3902.40784599456,124.77,,=G625-L625,=G625-M625,,=O625/L625
625,451,654,1,5000,1.81,1350,1.81,0,,1685.11,1390.68000000001,1684.9,,=G626-L626,=G626-M626,,=O626/L626
626,451,655,1,5000,2.48,2140,2.49,0,,1509.05,1914.95808475386,1507.54,,=G627-L627,=G627-M627,,=O627/L627
627,452,451,2,5000,2.18,2237,2.19,0,,103.18,2309.16261313013,102.99,,=G628-L628,=G628-M628,,=O628/L628
628,452,525,2,5000,2.32,5355,2.78,0,,616.93,5364.63784599454,616.12,,=G629-L629,=G629-M629,,=O629/L629
629,452,652,1,7000,2.17,3077,2.18,0,,1710.8,3407.01000000001,1707.98,,=G630-L630,=G630-M630,,=O630/L630
630,452,654,1,7000,2.28,2998,2.29,0,,1377.21,3296.50999999998,1369.3,,=G631-L631,=G631-M631,,=O631/L631
631,453,450,2,5000,4.56,3027,4.65,0,,2181.94,3069.6300000001,2124.46,,=G632-L632,=G632-M632,,=O632/L632
632,453,454,2,3500,10.27,2234,10.53,0,,1500.19,2237.88000000009,1447.08,,=G633-L633,=G633-M633,,=O633/L633
633,453,650,1,500,2.82,716,4.6,0,,882.31,643.215888367492,870.34,,=G634-L634,=G634-M634,,=O634/L634
634,453,841,1,500,1.48,641,2.08,0,,445.12,568.260000000016,442.38,,=G635-L635,=G635-M635,,=O635/L635
635,454,453,2,3500,10.27,2494,10.67,0,,2238.61,2465.03000000007,2168.61,,=G636-L636,=G636-M636,,=O636/L636
636,454,455,2,3500,3.23,2941,3.47,0,,775.46,2870.00873171482,752.83,,=G637-L637,=G637-M637,,=O637/L637
637,454,838,1,3000,1.93,522,1.93,0,,576.64,541.728504559228,556.45,,=G638-L638,=G638-M638,,=O638/L638
638,454,840,1,3000,2.45,634,2.45,0,,604.94,727.261268285372,581.74,,=G639-L639,=G639-M639,,=O639/L639
639,455,454,2,3500,3.23,2948,3.47,0,,1019.66,2879.93102604788,991.77,,=G640-L640,=G640-M640,,=O640/L640
640,455,456,2,3500,2.7,3129,2.96,0,,427.33,3202.93000000011,417.79,,=G641-L641,=G641-M641,,=O641/L641
641,455,833,1,3000,2.7,1051,2.71,0,,1139.39,1033.38000000001,1123.06,,=G642-L642,=G642-M642,,=O642/L642
642,455,835,1,3000,2.85,660,2.85,0,,908.09,570.388731714767,893.64,,=G643-L643,=G643-M643,,=O643/L643
643,456,455,2,3500,2.7,3074,2.94,0,,466.54,3096.97850455926,456.2,,=G644-L644,=G644-M644,,=O644/L644
644,456,457,2,3500,2.93,2650,3.07,0,,386.18,2679.24000000007,381.25,,=G645-L645,=G645-M645,,=O645/L645
645,456,834,1,5500,2.01,2097,2.02,0,,1346.91,2088.78000000006,1327.52,,=G646-L646,=G646-M646,,=O646/L646
646,456,836,1,5500,2.41,866,2.41,0,,972.24,885.570000000028,957.11,,=G647-L647,=G647-M647,,=O647/L647
647,457,456,2,3500,2.93,2870,3.13,0,,453.69,2868.23850455923,449.63,,=G648-L648,=G648-M648,,=O648/L648
648,457,458,2,3500,1.5,2344,1.55,0,,180.3,2234.83000000008,178.39,,=G649-L649,=G649-M649,,=O649/L649
649,457,829,1,1000,3.65,399,3.66,0,,889.16,541.530000000078,876.96,,=G650-L650,=G650-M650,,=O650/L650
650,457,831,1,1000,0.72,1372,1.1,0,,993.95,1353.50056972682,988.23,,=G651-L651,=G651-M651,,=O651/L651
651,458,457,2,3500,1.5,2690,1.58,0,,268.02,2625.43056972684,266.51,,=G652-L652,=G652-M652,,=O652/L652
652,458,459,2,5000,1.43,2064,1.44,0,,100.74,2125.13000000017,97.98,,=G653-L653,=G653-M653,,=O653/L653
653,458,467,2,3500,5.17,2188,5.29,0,,909.13,2250.52000000022,895.59,,=G654-L654,=G654-M654,,=O654/L654
654,458,468,2,3500,2.91,3188,3.21,0,,1232.29,3107.69149544099,1204.53,,=G655-L655,=G655-M655,,=O655/L655
655,459,458,2,5000,1.43,3003,1.46,0,,150.83,3057.42000000013,147.2,,=G656-L656,=G656-M656,,=O656/L656
656,459,460,2,3500,4.66,1994,4.73,0,,244.52,2047.33000000007,237.78,,=G657-L657,=G657-M657,,=O657/L657
657,459,832,1,2000,1.27,195,1.27,0,,130.26,245.3500000001,117.66,,=G658-L658,=G658-M658,,=O658/L658
658,459,845,1,2000,7.72,12,7.72,0,,316.4,20.6199999999953,303.59,,=G659-L659,=G659-M659,,=O659/L659
659,460,459,2,3500,4.66,2814,4.95,0,,311.17,2886.97000000014,305.06,,=G660-L660,=G660-M660,,=O660/L660
660,460,461,2,3500,6.3,1971,6.4,0,,913.23,2009.18000000009,907.71,,=G661-L661,=G661-M661,,=O661/L661
661,460,872,1,3500,5.86,335,5.86,0,,952.07,355.21000000005,925.52,,=G662-L662,=G662-M662,,=O662/L662
662,460,875,1,3500,2.21,456,2.21,0,,263.66,474.120000000031,253.2,,=G663-L663,=G663-M663,,=O663/L663
663,461,460,2,3500,6.3,2554,6.57,0,,1159.37,2578.27945010099,1149.19,,=G664-L664,=G664-M664,,=O664/L664
664,461,462,2,3500,5.39,1729,5.44,0,,1240.31,1742.02000000006,1237.5,,=G665-L665,=G665-M665,,=O665/L665
665,461,874,1,2000,2.35,609,2.35,0,,818.96,618.000000000014,811.56,,=G666-L666,=G666-M666,,=O666/L666
666,461,877,1,2000,5.87,461,5.87,0,,647.18,466.880000000004,641.69,,=G667-L667,=G667-M667,,=O667/L667
667,462,461,2,3500,5.39,2039,5.48,0,,1490.68,2055.65000000005,1488.15,,=G668-L668,=G668-M668,,=O668/L668
668,462,873,1,1500,3.45,18,3.45,0,,248.13,13.3700000000171,245.82,,=G669-L669,=G669-M669,,=O669/L669
669,462,876,1,1500,4.35,171,4.35,0,,324.08,180.020000000047,321.02,,=G670-L670,=G670-M670,,=O670/L670
670,462,927,2,3500,7.78,1569,7.83,0,,1569,1569,1569,,=G671-L671,=G671-M671,,=O671/L671
671,463,464,2,3500,3.9,1555,3.92,0,,1555,1555,1555,,=G672-L672,=G672-M672,,=O672/L672
672,463,928,2,3500,15.96,1728,16.1,0,,1728,1728,1728,,=G673-L673,=G673-M673,,=O673/L673
673,464,463,2,3500,3.9,1728,3.93,0,,1728,1728,1728,,=G674-L674,=G674-M674,,=O674/L674
674,464,465,2,3500,7.21,1592,7.26,0,,1523.45,1596.41000000003,1518.65,,=G675-L675,=G675-M675,,=O675/L675
675,464,883,1,2000,3.92,76,3.92,0,,48.9,80.160000000018,47.43,,=G676-L676,=G676-M676,,=O676/L676
676,464,884,1,2000,3.18,27,3.18,0,,35.74,28.7500000000145,34.45,,=G677-L677,=G677-M677,,=O677/L677
677,465,464,2,3500,7.21,1740,7.28,0,,1653.33,1746.31000000001,1652.21,,=G678-L678,=G678-M678,,=O678/L678
678,465,466,2,3500,5.74,1887,5.81,0,,1033.47,1888.34000000012,1028.26,,=G679-L679,=G679-M679,,=O679/L679
679,465,862,1,3500,4.5,198,4.5,0,,619.53,213.349999999998,616.25,,=G680-L680,=G680-M680,,=O680/L680
680,465,881,1,3500,2.48,351,2.48,0,,193.16,356.010000000082,190.89,,=G681-L681,=G681-M681,,=O681/L681
681,466,465,2,3500,5.74,1838,5.81,0,,817.82,1849.03000000007,816.23,,=G682-L682,=G682-M682,,=O682/L682
682,466,467,2,3500,5.33,2175,5.45,0,,1205.05,2184.82000000012,1186.79,,=G683-L683,=G683-M683,,=O683/L683
683,466,855,1,5000,1.67,290,1.67,0,,276.26,319.470000000001,275.87,,=G684-L684,=G684-M684,,=O684/L684
684,466,862,1,5000,5.4,317,5.4,0,,212.16,331.910000000112,205.52,,=G685-L685,=G685-M685,,=O685/L685
685,467,458,2,3500,5.17,2605,5.41,0,,1344.14,2591.21206516768,1318.15,,=G686-L686,=G686-M686,,=O686/L686
686,467,466,2,3500,5.33,1936,5.4,0,,852.32,1998.31000000017,843.52,,=G687-L687,=G687-M687,,=O687/L687
687,467,845,1,2500,2.09,376,2.09,0,,294.6,392.499430273295,292.9,,=G688-L688,=G688-M688,,=O688/L688
688,467,855,1,2500,5.88,341,5.88,0,,225.12,333.100000000078,221.16,,=G689-L689,=G689-M689,,=O689/L689
689,468,458,2,3500,2.91,2178,2.98,0,,834.91,2225.31000000032,820.86,,=G690-L690,=G690-M690,,=O690/L690
690,468,469,2,3500,2.92,3095,3.19,0,,1262.86,3046.00149544108,1226.3,,=G691-L691,=G691-M691,,=O691/L691
691,468,829,1,2500,1.33,381,1.33,0,,442.12,393.740000000012,440.09,,=G692-L692,=G692-M692,,=O692/L692
692,468,830,1,2500,2.85,252,2.85,0,,324.82,264.740000000048,310.08,,=G693-L693,=G693-M693,,=O693/L693
693,469,468,2,3500,2.92,2030,2.97,0,,804.5,2095.33000000032,783.74,,=G694-L694,=G694-M694,,=O694/L694
694,469,470,2,3500,2.73,4086,3.49,0,,1862.52,3573.07149544109,1802.87,,=G695-L695,=G695-M695,,=O695/L695
695,469,819,1,3000,0.34,955,0.34,0,,738.01,1307.73000000009,700.66,,=G696-L696,=G696-M696,,=O696/L696
696,469,824,1,3000,4.01,715,4.01,0,,383.84,532.900000000059,374.09,,=G697-L697,=G697-M697,,=O697/L697
697,470,469,2,3500,2.73,2558,2.85,0,,1046.52,2435.54000000034,1011.43,,=G698-L698,=G698-M698,,=O698/L698
698,470,471,2,3500,4.12,3630,4.84,0,,2615.76,3812.42149544104,2537.91,,=G699-L699,=G699-M699,,=O699/L699
699,470,817,1,1000,0.74,934,0.82,0,,641.32,328.580000000016,627.76,,=G700-L700,=G700-M700,,=O700/L700
700,470,822,1,1000,3.36,236,3.36,0,,84.9,237.580000000009,82.18,,=G701-L701,=G701-M701,,=O701/L701
701,471,470,2,3500,4.12,2187,4.21,0,,1607.38,2298.57000000025,1561.43,,=G702-L702,=G702-M702,,=O702/L702
702,471,472,2,3500,2.92,4732,4.38,0,,776.28,4691.6900000004,757.52,,=G703-L703,=G703-M703,,=O703/L703
703,471,815,1,3000,3.84,439,3.84,0,,3559.98,603.321495440824,3415.25,,=G704-L704,=G704-M704,,=O704/L704
704,471,816,1,3000,0.61,1176,0.61,0,,1246.7,1179.17000000008,1178.24,,=G705-L705,=G705-M705,,=O705/L705
705,472,471,2,3500,2.92,2495,3.03,0,,335.57,2591.9500000003,321.87,,=G706-L706,=G706-M706,,=O706/L706
706,472,473,2,5000,1.75,6656,2.57,0,,760.3,6421.83000000038,748.47,,=G707-L707,=G707-M707,,=O707/L707
707,472,813,1,3000,1.39,1304,1.4,0,,1081.83,1405.34159724912,1062.71,,=G708-L708,=G708-M708,,=O708/L708
708,472,815,1,3000,2.22,1595,2.25,0,,718.98,1752.44000000011,709.07,,=G709-L709,=G709-M709,,=O709/L709
709,473,472,2,5000,1.75,2719,1.77,0,,263.99,2912.4800000004,254.88,,=G710-L710,=G710-M710,,=O710/L710
710,473,474,2,5000,3.23,2969,3.29,0,,1281.4,2767.25756301645,1224.65,,=G711-L711,=G711-M711,,=O711/L711
711,473,475,2,5000,3.17,5211,3.73,0,,593.6,5323.54894183655,589.26,,=G712-L712,=G712-M712,,=O712/L712
712,473,707,1,1000,4.39,468,4.42,0,,1187.23,744.559459431351,1147.54,,=G713-L713,=G713-M713,,=O713/L713
713,473,813,1,1000,1.44,727,1.5,0,,513.7,731.650000000001,507.34,,=G714-L714,=G714-M714,,=O714/L714
714,474,473,2,5000,3.23,1084,3.23,0,,675.49,1490.0294594315,634.19,,=G715-L715,=G715-M715,,=O715/L715
715,474,538,2,5000,3.32,4679,3.7,0,,1768.38,4362.29000000038,1696.35,,=G716-L716,=G716-M716,,=O716/L716
716,474,701,1,3500,1.73,1234,1.73,0,,980.88,1060.87840275094,960.66,,=G717-L717,=G717-M717,,=O717/L717
717,474,706,1,3500,2.45,4549,3.5,0,,2938.22,3929.52187764086,2905.81,,=G718-L718,=G718-M718,,=O718/L718
718,475,473,2,5000,3.17,2172,3.19,0,,235.28,2350.74000000022,229.86,,=G719-L719,=G719-M719,,=O719/L719
719,475,476,2,5000,1.68,5254,1.99,0,,223.5,5323.54894183655,222.37,,=G720-L720,=G720-M720,,=O720/L720
720,475,706,1,3500,3.08,1604,3.1,0,,1284.32,1462.34273349485,1277,,=G721-L721,=G721-M721,,=O721/L721
721,475,707,1,3500,1.74,935,1.74,0,,531.96,750.320540568856,526.72,,=G722-L722,=G722-M722,,=O722/L722
722,476,475,2,5000,1.68,2272,1.69,0,,70.9,2530.62055668832,68.78,,=G723-L723,=G723-M723,,=O723/L723
723,476,477,2,5000,3.71,5149,4.34,0,,506.87,5224.65000000013,495.94,,=G724-L724,=G724-M724,,=O724/L724
724,476,705,1,3500,2.02,1941,2.05,0,,1312.36,2096.77894183641,1308.14,,=G725-L725,=G725-M725,,=O725/L725
725,476,707,1,3500,2.79,998,2.79,0,,723.95,863.730000000061,712.24,,=G726-L726,=G726-M726,,=O726/L726
726,477,476,2,5000,3.71,2580,3.75,0,,231.15,2717.37055668837,221.58,,=G727-L727,=G727-M727,,=O727/L727
727,477,478,2,6500,2.53,8481,3.63,0,,301.51,8020.6729993573,282.02,,=G728-L728,=G728-M728,,=O728/L728
728,477,503,2,6500,0.88,4677,0.92,0,,346.88,4763.29554450396,346.88,,=G729-L729,=G729-M729,,=O729/L729
729,477,504,2,6500,0.95,5529,1.02,0,,102.59,5836.20999318264,97,,=G730-L730,=G730-M730,,=O730/L730
730,478,477,2,6500,2.53,6253,2.86,0,,164.74,6402.40553768675,152.56,,=G731-L731,=G731-M731,,=O731/L731
731,478,479,2,6500,3.24,9758,5.71,0,,1005.38,9252.05739750818,985.55,,=G732-L732,=G732-M732,,=O732/L732
732,478,633,1,5500,1.91,3922,1.98,0,,3308.04,4085.45445549621,3302.18,,=G733-L733,=G733-M733,,=O733/L733
733,478,703,1,5500,2.69,4103,2.81,0,,2511.69,3661.9980709178,2498.86,,=G734-L734,=G734-M734,,=O734/L734
734,479,478,2,6500,3.24,7411,4.06,0,,616.67,7233.36675121769,604.04,,=G735-L735,=G735-M735,,=O735/L735
735,479,480,2,6500,1.32,8274,1.84,0,,469.52,8016.79961612787,448.37,,=G736-L736,=G736-M736,,=O736/L736
736,479,629,1,3000,2.12,3341,2.61,0,,3542.82,3013.76999999996,3528.56,,=G737-L737,=G737-M737,,=O737/L737
737,479,693,1,3000,1.88,4463,3.26,0,,3943.39,4487.67000000004,3934.54,,=G738-L738,=G738-M738,,=O738/L738
738,480,479,2,6500,1.32,7099,1.6,0,,378.16,7502.87961288908,363.07,,=G739-L739,=G739-M739,,=O739/L739
739,480,481,2,5000,1.41,2714,1.43,0,,209.49,3444.05286193575,209.1,,=G740-L740,=G740-M740,,=O740/L740
740,480,483,2,5000,1.68,6630,2.46,0,,3738.87,6673.82192908217,3692.84,,=G741-L741,=G741-M741,,=O741/L741
741,480,484,2,5000,2.13,6527,3.06,0,,1640.77,5904.66323378368,1636.27,,=G742-L742,=G742-M742,,=O742/L742
742,480,486,2,6500,2.03,7786,2.66,0,,3263.54,6875.04305557139,3195.56,,=G743-L743,=G743-M743,,=O743/L743
743,481,480,2,5000,1.41,2731,1.43,0,,192.74,3411.1718935752,191.91,,=G744-L744,=G744-M744,,=O744/L744
744,481,482,2,5000,0.54,0,0.54,0,,0,0,0,,=G745-L745,=G745-M745,,=O745/L745
745,481,483,1,6500,1.67,3974,1.7,0,,2079.21,3540.95826355256,2072.23,,=G746-L746,=G746-M746,,=O746/L746
746,481,691,1,6500,2.42,5692,2.63,0,,2279.4,6329.71462648947,2272.57,,=G747-L747,=G747-M747,,=O747/L747
747,482,481,2,5000,0.54,0,0.54,0,,0,0,0,,=G748-L748,=G748-M748,,=O748/L748
748,483,480,2,5000,1.68,6494,2.4,0,,4127.68,6681.53560184908,4081.05,,=G749-L749,=G749-M749,,=O749/L749
749,483,481,1,6500,1.67,3052,1.68,0,,2069.92,2885.66176455372,2063.48,,=G750-L750,=G750-M750,,=O750/L750
750,483,539,2,5000,3.33,5024,3.84,0,,1004.78,4820.11752799501,961.41,,=G751-L751,=G751-M751,,=O751/L751
751,483,693,1,6500,0.5,8633,0.73,0,,5567.34,8650.00372280325,5547.64,,=G752-L752,=G752-M752,,=O752/L752
752,484,480,2,5000,2.13,6030,2.81,0,,1556.59,5634.00102137507,1553.33,,=G753-L753,=G753-M753,,=O753/L753
753,484,485,2,5000,3.26,6728,4.86,0,,1074.77,6375.32221762315,1070.42,,=G754-L754,=G754-M754,,=O754/L754
754,484,627,1,6000,1.98,6538,2.4,0,,5494.08,6782.05742668182,5440.29,,=G755-L755,=G755-M755,,=O755/L755
755,484,629,1,6000,3.65,1288,3.65,0,,2488.66,536.569999999999,2448.43,,=G756-L756,=G756-M756,,=O756/L756
756,485,484,2,5000,3.26,6472,4.63,0,,1206.03,6090.37812621201,1202.04,,=G757-L757,=G757-M757,,=O757/L757
757,485,489,2,5000,2.66,7632,4.83,0,,613.59,7360.37394442455,612.6,,=G758-L758,=G758-M758,,=O758/L758
758,485,626,1,6500,1.68,7716,2.18,0,,4236.63,8015.95965516832,4232.42,,=G759-L759,=G759-M759,,=O759/L759
759,485,628,1,6500,2.84,3756,2.89,0,,3015.72,4502.67300719318,3004.84,,=G760-L760,=G760-M760,,=O760/L760
760,486,480,2,6500,2.03,7227,2.5,0,,2884.29,6656.95256033485,2822.18,,=G761-L761,=G761-M761,,=O761/L761
761,486,535,2,6500,0.29,11087,0.66,0,,3240.29,9877.71726708026,3170.92,,=G762-L762,=G762-M762,,=O762/L762
762,486,627,1,6500,2.22,7383,2.77,0,,4533.36,7424.06174169933,4518.18,,=G763-L763,=G763-M763,,=O763/L763
763,486,691,1,6500,2.4,2865,2.41,0,,2302.96,3254.6,2300.74,,=G764-L764,=G764-M764,,=O764/L764
764,487,488,2,5000,2.65,4151,2.84,0,,25.15,4406.2600000004,23.53,,=G765-L765,=G765-M765,,=O765/L765
